id_propinsi;id_kota;id_kecamatan;nama_propinsi;nama_kota;nama_kecamatan;Lion Parcel;SiCepat;JNE;JNT Express;JNT Cargo;ID Express;SAP Express;Kode POS
12;270;2402;Bali;Kabupaten Badung;ABIANSEMAL;1802;DPS21101;ABIANSEMAL,MENGUWI;2402;MGW002;ABIANSEMAL,BADUNG,BALI;BL0401;"80115
80238
80352
80571"
12;270;1759;Bali;Kabupaten Badung;KUTA;1821;DPS21102;KUTA;1759;MGW005;KUTA,BADUNG,BALI;BL0402;80361
12;270;842;Bali;Kabupaten Badung;KUTA SELATAN;1822;DPS21111;KUTA SELATAN,BADUNG;842;DPS008;KUTA SELATAN,BADUNG,BALI;BL0403;80361
12;270;3535;Bali;Kabupaten Badung;KUTA UTARA;1823;DPS21110;KUTA UTARA,BADUNG;3535;MGW004;KUTA UTARA,BADUNG,BALI;BL0404;"80111
80117
80351
80361"
12;270;1623;Bali;Kabupaten Badung;MENGWI;1828;DPS21100;BADUNG KAB, MENGWI;1623;MGW001;MENGWI,BADUNG,BALI;BL0405;"08361
80115
80116
80117
80251
80351
80352"
12;270;9;Bali;Kabupaten Badung;PETANG;1834;DPS21108;PETANG,MENGUWI;9;MGW003;PETANG,BADUNG,BALI;BL0406;80353
12;271;4629;Bali;Kabupaten Bangli;BANGLI;;;;;;;;
12;271;2113;Bali;Kabupaten Bangli;KINTAMANI;;;;;;;;
12;271;4268;Bali;Kabupaten Bangli;SUSUT;;;;;;;;
12;271;4990;Bali;Kabupaten Bangli;TEMBUKU;;;;;;;;
12;272;553;Bali;Kabupaten Buleleng;BANJAR;;;;;;;;
12;272;2664;Bali;Kabupaten Buleleng;BULELENG;;;;;;;;
12;272;184;Bali;Kabupaten Buleleng;BUSUNGBIU;;;;;;;;
12;272;3550;Bali;Kabupaten Buleleng;GEROKGAK;;;;;;;;
12;272;462;Bali;Kabupaten Buleleng;KUBUTAMBAHAN;;;;;;;;
12;272;6183;Bali;Kabupaten Buleleng;SAWAN;;;;;;;;
12;272;6382;Bali;Kabupaten Buleleng;SERIRIT;;;;;;;;
12;272;148;Bali;Kabupaten Buleleng;SUKASADA;;;;;;;;
12;272;812;Bali;Kabupaten Buleleng;TEJAKULA;;;;;;;;
12;273;5074;Bali;Kabupaten Gianyar;BLAHBATUH;;;;;;;;
12;273;5918;Bali;Kabupaten Gianyar;GIANYAR;;;;;;;;
12;273;3588;Bali;Kabupaten Gianyar;PAYANGAN;;;;;;;;
12;273;18;Bali;Kabupaten Gianyar;SUKAWATI;;;;;;;;
12;273;6095;Bali;Kabupaten Gianyar;TAMPAKSIRING;;;;;;;;
12;273;1996;Bali;Kabupaten Gianyar;TEGALLALANG;;;;;;;;
12;273;5935;Bali;Kabupaten Gianyar;UBUD;;;;;;;;
12;274;3181;Bali;Kabupaten Jembrana;JEMBRANA;;;;;;;;
12;274;485;Bali;Kabupaten Jembrana;MELAYA;;;;;;;;
12;274;5166;Bali;Kabupaten Jembrana;MENDOYO;;;;;;;;
12;274;4146;Bali;Kabupaten Jembrana;NEGARA;;;;;;;;
12;274;5025;Bali;Kabupaten Jembrana;PEKUTATAN;;;;;;;;
12;275;9149;Bali;Kabupaten Karangasem;Abang;;;;;;;;
12;275;9152;Bali;Kabupaten Karangasem;Bebandem;;;;;;;;
12;275;9153;Bali;Kabupaten Karangasem;Karangasem;;;;;;;;
12;275;9147;Bali;Kabupaten Karangasem;Kubu;;;;;;;;
12;275;9154;Bali;Kabupaten Karangasem;Manggis;;;;;;;;
12;275;9148;Bali;Kabupaten Karangasem;Rendang;;;;;;;;
12;275;9151;Bali;Kabupaten Karangasem;Selat;;;;;;;;
12;275;9150;Bali;Kabupaten Karangasem;Sidemen;;;;;;;;
12;276;1421;Bali;Kabupaten Klungkung;BANJARANGKAN;;;;;;;;
12;276;498;Bali;Kabupaten Klungkung;DAWAN;;;;;;;;
12;276;4529;Bali;Kabupaten Klungkung;KLUNGKUNG;;;;;;;;
12;276;12489;Bali;Kabupaten Klungkung;NUSA PENIDA;;;;;;;;
12;276;6483;Bali;Kabupaten Klungkung;NUSAPENIDA;;;;;;;;
12;277;1324;Bali;Kabupaten Tabanan;BATURITI;;;;;;;;
12;277;22756;Bali;Kabupaten Tabanan;KEDIRI;;;;;;;;
12;277;1531;Bali;Kabupaten Tabanan;KERAMBITAN;;;;;;;;
12;277;1216;Bali;Kabupaten Tabanan;MARGA;;;;;;;;
12;277;4539;Bali;Kabupaten Tabanan;PENEBEL;;;;;;;;
12;277;6256;Bali;Kabupaten Tabanan;PUPUAN;;;;;;;;
12;277;1484;Bali;Kabupaten Tabanan;SELEMADEG;;;;;;;;
12;277;6026;Bali;Kabupaten Tabanan;SELEMADEG BARAT;;;;;;;;
12;277;4086;Bali;Kabupaten Tabanan;SELEMADEG TIMUR;;;;;;;;
12;277;4503;Bali;Kabupaten Tabanan;TABANAN;;;;;;;;
12;278;5533;Bali;Kota Denpasar;DENPASAR BARAT;;;;;;;;
12;278;2066;Bali;Kota Denpasar;DENPASAR SELATAN;;;;;;;;
12;278;4806;Bali;Kota Denpasar;DENPASAR TIMUR;;;;;;;;
12;278;190;Bali;Kota Denpasar;DENPASAR UTARA;;;;;;;;
10;154;1441;Banten;Kabupaten Lebak;BAYAH;;;;;;;;
10;154;3626;Banten;Kabupaten Lebak;BOJONGMANIK;;;;;;;;
10;154;11845;Banten;Kabupaten Lebak;CIBADAK;;;;;;;;
10;154;5989;Banten;Kabupaten Lebak;CIGEMBLONG;;;;;;;;
10;154;4427;Banten;Kabupaten Lebak;CIHARA;;;;;;;;
10;154;2706;Banten;Kabupaten Lebak;CIJAKU;;;;;;;;
10;154;5403;Banten;Kabupaten Lebak;CIKULUR;;;;;;;;
10;154;4928;Banten;Kabupaten Lebak;CILELES;;;;;;;;
10;154;1355;Banten;Kabupaten Lebak;CILOGRANG;;;;;;;;
10;154;1483;Banten;Kabupaten Lebak;CIMARGA;;;;;;;;
10;154;6143;Banten;Kabupaten Lebak;CIRINTEN;;;;;;;;
10;154;2862;Banten;Kabupaten Lebak;CURUGBITUNG;;;;;;;;
10;154;6669;Banten;Kabupaten Lebak;GUNUNG KENCANA;;;;;;;;
10;154;2245;Banten;Kabupaten Lebak;KALANGANYAR;;;;;;;;
10;154;3460;Banten;Kabupaten Lebak;LEBAKGEDONG;;;;;;;;
10;154;538;Banten;Kabupaten Lebak;LEUWIDAMAR;;;;;;;;
10;154;2797;Banten;Kabupaten Lebak;MALINGPING;;;;;;;;
10;154;3796;Banten;Kabupaten Lebak;MUNCANG;;;;;;;;
10;154;810;Banten;Kabupaten Lebak;PANGGARANGAN;;;;;;;;
10;154;3905;Banten;Kabupaten Lebak;RANGKASBITUNG;;;;;;;;
10;154;1243;Banten;Kabupaten Lebak;SAJIRA;;;;;;;;
10;154;6078;Banten;Kabupaten Lebak;SOBANG;;;;;;;;
10;154;5743;Banten;Kabupaten Lebak;WANASALAM;;;;;;;;
10;154;1493;Banten;Kabupaten Lebak;WARUNGGUNUNG;;;;;;;;
10;155;1445;Banten;Kabupaten Pandeglang;CADASARI;;;;;;;;
10;155;208;Banten;Kabupaten Pandeglang;CARITA;;;;;;;;
10;155;5346;Banten;Kabupaten Pandeglang;CIBALIUNG;;;;;;;;
10;155;5831;Banten;Kabupaten Pandeglang;CIGEULIS;;;;;;;;
10;155;1126;Banten;Kabupaten Pandeglang;CIKEDAL;;;;;;;;
10;155;6275;Banten;Kabupaten Pandeglang;CIKEUSIK;;;;;;;;
10;155;5049;Banten;Kabupaten Pandeglang;CIMANUK;;;;;;;;
10;155;1385;Banten;Kabupaten Pandeglang;CIPEUCANG;;;;;;;;
10;155;2737;Banten;Kabupaten Pandeglang;CISATA;;;;;;;;
10;155;5129;Banten;Kabupaten Pandeglang;JIPUT;;;;;;;;
10;155;1261;Banten;Kabupaten Pandeglang;KADUHEJO;;;;;;;;
10;155;5906;Banten;Kabupaten Pandeglang;KARANGTANJUNG;;;;;;;;
10;155;2812;Banten;Kabupaten Pandeglang;KORONCONG;;;;;;;;
10;155;11821;Banten;Kabupaten Pandeglang;LABUAN;;;;;;;;
10;155;800;Banten;Kabupaten Pandeglang;MAJASARI;;;;;;;;
10;155;4388;Banten;Kabupaten Pandeglang;MANDALAWANGI;;;;;;;;
10;155;2424;Banten;Kabupaten Pandeglang;MEKARJAYA;;;;;;;;
10;155;4913;Banten;Kabupaten Pandeglang;MENES;;;;;;;;
10;155;3003;Banten;Kabupaten Pandeglang;MUNJUL;;;;;;;;
10;155;5224;Banten;Kabupaten Pandeglang;PAGELARAN;;;;;;;;
10;155;1402;Banten;Kabupaten Pandeglang;PANDEGLANG;;;;;;;;
10;155;5233;Banten;Kabupaten Pandeglang;PANIMBANG;;;;;;;;
10;155;5878;Banten;Kabupaten Pandeglang;PATIA;;;;;;;;
10;155;5251;Banten;Kabupaten Pandeglang;PICUNG;;;;;;;;
10;155;12741;Banten;Kabupaten Pandeglang;PULOSARI;;;;;;;;
10;155;174;Banten;Kabupaten Pandeglang;SAKETI;;;;;;;;
10;155;5982;Banten;Kabupaten Pandeglang;SINDANGRESMI;;;;;;;;
10;155;6553;Banten;Kabupaten Pandeglang;SUMUR;;;;;;;;
10;153;1609;Banten;Kabupaten Serang;ANYAR;;;;;;;;
10;153;3254;Banten;Kabupaten Serang;BANDUNG;;;;;;;;
10;153;47;Banten;Kabupaten Serang;BAROS;;;;;;;;
10;153;3175;Banten;Kabupaten Serang;BOJONEGARA;;;;;;;;
10;153;5091;Banten;Kabupaten Serang;CARENANG;;;;;;;;
10;153;1327;Banten;Kabupaten Serang;CIKANDE;;;;;;;;
10;153;1094;Banten;Kabupaten Serang;CIKEUSAL;;;;;;;;
10;153;1090;Banten;Kabupaten Serang;CINANGKA;;;;;;;;
10;153;532;Banten;Kabupaten Serang;CIOMAS;;;;;;;;
10;153;1569;Banten;Kabupaten Serang;CIRUAS;;;;;;;;
10;153;10033;Banten;Kabupaten Serang;Cipocok Jaya;;;;;;;;
10;153;2819;Banten;Kabupaten Serang;GUNUNG SARI;;;;;;;;
10;153;1282;Banten;Kabupaten Serang;JAWILAN;;;;;;;;
10;153;6291;Banten;Kabupaten Serang;KIBIN;;;;;;;;
10;153;2973;Banten;Kabupaten Serang;KOPO;;;;;;;;
10;153;1013;Banten;Kabupaten Serang;KRAGILAN;;;;;;;;
10;153;2055;Banten;Kabupaten Serang;KRAMATWATU;;;;;;;;
10;153;9924;Banten;Kabupaten Serang;Kramatwatu;;;;;;;;
10;153;881;Banten;Kabupaten Serang;LEBAK WANGI;;;;;;;;
10;153;6160;Banten;Kabupaten Serang;MANCAK;;;;;;;;
10;153;1436;Banten;Kabupaten Serang;PADARINCANG;;;;;;;;
10;153;6365;Banten;Kabupaten Serang;PAMARAYAN;;;;;;;;
10;153;2877;Banten;Kabupaten Serang;PETIR;;;;;;;;
10;153;4945;Banten;Kabupaten Serang;PONTANG;;;;;;;;
10;153;3527;Banten;Kabupaten Serang;PULO AMPEL;;;;;;;;
10;153;591;Banten;Kabupaten Serang;TANARA;;;;;;;;
10;153;5419;Banten;Kabupaten Serang;TIRTAYASA;;;;;;;;
10;153;4864;Banten;Kabupaten Serang;TUNJUNG TEJA;;;;;;;;
10;153;1269;Banten;Kabupaten Serang;WARINGINKURUNG;;;;;;;;
10;152;2740;Banten;Kabupaten Tangerang;BALARAJA;;;;;;;;
10;152;5111;Banten;Kabupaten Tangerang;CIKUPA;;;;;;;;
10;152;4055;Banten;Kabupaten Tangerang;CISAUK;;;;;;;;
10;152;5338;Banten;Kabupaten Tangerang;CISOKA;;;;;;;;
10;152;11826;Banten;Kabupaten Tangerang;CURUG;;;;;;;;
10;152;1631;Banten;Kabupaten Tangerang;GUNUNG KALER;;;;;;;;
10;152;4615;Banten;Kabupaten Tangerang;JAMBE;;;;;;;;
10;152;6022;Banten;Kabupaten Tangerang;JAYANTI;;;;;;;;
10;152;2171;Banten;Kabupaten Tangerang;KELAPA DUA;;;;;;;;
10;152;453;Banten;Kabupaten Tangerang;KEMIRI;;;;;;;;
10;152;1087;Banten;Kabupaten Tangerang;KOSAMBI;;;;;;;;
10;152;4370;Banten;Kabupaten Tangerang;KRESEK;;;;;;;;
10;152;34;Banten;Kabupaten Tangerang;KRONJO;;;;;;;;
10;152;2480;Banten;Kabupaten Tangerang;LEGOK;;;;;;;;
10;152;639;Banten;Kabupaten Tangerang;MAUK;;;;;;;;
10;152;4909;Banten;Kabupaten Tangerang;MEKAR BARU;;;;;;;;
10;152;6309;Banten;Kabupaten Tangerang;PAGEDANGAN;;;;;;;;
10;152;1555;Banten;Kabupaten Tangerang;PAKUHAJI;;;;;;;;
10;152;3298;Banten;Kabupaten Tangerang;PANONGAN;;;;;;;;
10;152;11854;Banten;Kabupaten Tangerang;PASAR KEMIS;;;;;;;;
10;152;4922;Banten;Kabupaten Tangerang;PASARKEMIS;;;;;;;;
10;152;9946;Banten;Kabupaten Tangerang;Pamulang;;;;;;;;
10;152;2418;Banten;Kabupaten Tangerang;RAJEG;;;;;;;;
10;152;6690;Banten;Kabupaten Tangerang;SEPATAN;;;;;;;;
10;152;5449;Banten;Kabupaten Tangerang;SEPATAN TIMUR;;;;;;;;
10;152;5562;Banten;Kabupaten Tangerang;SINDANG JAYA;;;;;;;;
10;152;6611;Banten;Kabupaten Tangerang;SOLEAR;;;;;;;;
10;152;1989;Banten;Kabupaten Tangerang;SUKADIRI;;;;;;;;
10;152;409;Banten;Kabupaten Tangerang;SUKAMULYA;;;;;;;;
10;152;9610;Banten;Kabupaten Tangerang;Sukamulya;;;;;;;;
10;152;3576;Banten;Kabupaten Tangerang;TELUKNAGA;;;;;;;;
10;152;3839;Banten;Kabupaten Tangerang;TIGARAKSA;;;;;;;;
10;158;11828;Banten;Kota Cilegon;CIBEBER;;;;;;;;
10;158;1381;Banten;Kota Cilegon;CILEGON;;;;;;;;
10;158;5655;Banten;Kota Cilegon;CITANGKIL;;;;;;;;
10;158;5028;Banten;Kota Cilegon;CIWANDAN;;;;;;;;
10;158;9803;Banten;Kota Cilegon;Ciwandan;;;;;;;;
10;158;11835;Banten;Kota Cilegon;GEROGOL;;;;;;;;
10;158;11859;Banten;Kota Cilegon;JOMBANG;;;;;;;;
10;158;5828;Banten;Kota Cilegon;PULOMERAK;;;;;;;;
10;158;11832;Banten;Kota Cilegon;PURWAKARTA;;;;;;;;
10;157;11865;Banten;Kota Serang;BINUANG;;;;;;;;
10;157;4058;Banten;Kota Serang;CIPOCOK JAYA;;;;;;;;
10;157;6080;Banten;Kota Serang;CURUG;;;;;;;;
10;157;5088;Banten;Kota Serang;KASEMEN;;;;;;;;
10;157;192;Banten;Kota Serang;SERANG;;;;;;;;
10;157;2471;Banten;Kota Serang;TAKTAKAN;;;;;;;;
10;157;3224;Banten;Kota Serang;WALANTAKA;;;;;;;;
10;156;5705;Banten;Kota Tangerang;BATUCEPER;;;;;;;;
10;156;1775;Banten;Kota Tangerang;BENDA;;;;;;;;
10;156;423;Banten;Kota Tangerang;CIBODAS;;;;;;;;
10;156;326;Banten;Kota Tangerang;CILEDUG;;;;;;;;
10;156;3669;Banten;Kota Tangerang;CIPONDOH;;;;;;;;
10;156;9499;Banten;Kota Tangerang;Ciledug;;;;;;;;
10;156;2728;Banten;Kota Tangerang;JATI UWUNG;;;;;;;;
10;156;12488;Banten;Kota Tangerang;JATIUWUNG;;;;;;;;
10;156;11833;Banten;Kota Tangerang;KARANGTENGAH;;;;;;;;
10;156;1840;Banten;Kota Tangerang;KARAWACI;;;;;;;;
10;156;11842;Banten;Kota Tangerang;LARANGAN;;;;;;;;
10;156;9989;Banten;Kota Tangerang;Mauk;;;;;;;;
10;156;2693;Banten;Kota Tangerang;NEGLASARI;;;;;;;;
10;156;2297;Banten;Kota Tangerang;PERIUK;;;;;;;;
10;156;1235;Banten;Kota Tangerang;PINANG;;;;;;;;
10;156;3849;Banten;Kota Tangerang;TANGERANG;;;;;;;;
10;159;3303;Banten;Kota Tangerang Selatan;CIPUTAT;;;;;;;;
10;159;3355;Banten;Kota Tangerang Selatan;CIPUTAT TIMUR;;;;;;;;
10;159;806;Banten;Kota Tangerang Selatan;PAMULANG;;;;;;;;
10;159;3521;Banten;Kota Tangerang Selatan;PONDOK AREN;;;;;;;;
10;159;1563;Banten;Kota Tangerang Selatan;SERPONG;;;;;;;;
10;159;5200;Banten;Kota Tangerang Selatan;SERPONG UTARA;;;;;;;;
10;159;12744;Banten;Kota Tangerang Selatan;SETU;;;;;;;;
21;57;1539;Bengkulu;Kabupaten Bengkulu Selatan;AIR NIPIS;;;;;;;;
21;57;1247;Bengkulu;Kabupaten Bengkulu Selatan;BUNGA MAS;;;;;;;;
21;57;2902;Bengkulu;Kabupaten Bengkulu Selatan;KEDURANG;;;;;;;;
21;57;1388;Bengkulu;Kabupaten Bengkulu Selatan;KEDURANG ILIR;;;;;;;;
21;57;4715;Bengkulu;Kabupaten Bengkulu Selatan;KOTA MANNA;;;;;;;;
21;57;5589;Bengkulu;Kabupaten Bengkulu Selatan;MANNA;;;;;;;;
21;57;5877;Bengkulu;Kabupaten Bengkulu Selatan;PASAR MANNA;;;;;;;;
21;57;1698;Bengkulu;Kabupaten Bengkulu Selatan;PINO;;;;;;;;
21;57;4884;Bengkulu;Kabupaten Bengkulu Selatan;PINORAYA;;;;;;;;
21;57;5279;Bengkulu;Kabupaten Bengkulu Selatan;SEGINIM;;;;;;;;
21;57;5268;Bengkulu;Kabupaten Bengkulu Selatan;ULU MANNA;;;;;;;;
21;58;518;Bengkulu;Kabupaten Bengkulu Tengah;BANG HAJI;;;;;;;;
21;58;2904;Bengkulu;Kabupaten Bengkulu Tengah;KARANG TINGGI;;;;;;;;
21;58;1400;Bengkulu;Kabupaten Bengkulu Tengah;MERIGI KELINDANG;;;;;;;;
21;58;4168;Bengkulu;Kabupaten Bengkulu Tengah;MERIGI SAKTI;;;;;;;;
21;58;2999;Bengkulu;Kabupaten Bengkulu Tengah;PAGAR JATI;;;;;;;;
21;58;6195;Bengkulu;Kabupaten Bengkulu Tengah;PEMATANG TIGA;;;;;;;;
21;58;6410;Bengkulu;Kabupaten Bengkulu Tengah;PONDOK KELAPA;;;;;;;;
21;58;1702;Bengkulu;Kabupaten Bengkulu Tengah;PONDOK KUBANG;;;;;;;;
21;58;924;Bengkulu;Kabupaten Bengkulu Tengah;TABA PENANJUNG;;;;;;;;
21;58;3789;Bengkulu;Kabupaten Bengkulu Tengah;TALANG EMPAT;;;;;;;;
21;59;77;Bengkulu;Kabupaten Bengkulu Utara;AIR BESI;;;;;;;;
21;59;3716;Bengkulu;Kabupaten Bengkulu Utara;AIR NAPAL;;;;;;;;
21;59;4908;Bengkulu;Kabupaten Bengkulu Utara;AIR PADANG;;;;;;;;
21;59;6378;Bengkulu;Kabupaten Bengkulu Utara;ARGA MAKMUR;;;;;;;;
21;59;2937;Bengkulu;Kabupaten Bengkulu Utara;ARMA JAYA;;;;;;;;
21;59;3278;Bengkulu;Kabupaten Bengkulu Utara;BATIK NAU;;;;;;;;
21;59;4556;Bengkulu;Kabupaten Bengkulu Utara;ENGGANO;;;;;;;;
21;59;2431;Bengkulu;Kabupaten Bengkulu Utara;GIRI MULYA;;;;;;;;
21;59;1769;Bengkulu;Kabupaten Bengkulu Utara;HULU PALIK;;;;;;;;
21;59;5984;Bengkulu;Kabupaten Bengkulu Utara;KERKAP;;;;;;;;
21;59;3481;Bengkulu;Kabupaten Bengkulu Utara;KETAHUN;;;;;;;;
21;59;5775;Bengkulu;Kabupaten Bengkulu Utara;LAIS;;;;;;;;
21;59;3237;Bengkulu;Kabupaten Bengkulu Utara;MARGA SAKTI SEBELAT;;;;;;;;
21;59;2379;Bengkulu;Kabupaten Bengkulu Utara;NAPAL PUTIH;;;;;;;;
21;59;24;Bengkulu;Kabupaten Bengkulu Utara;PADANG JAYA;;;;;;;;
21;59;3421;Bengkulu;Kabupaten Bengkulu Utara;PINANG RAYA;;;;;;;;
21;59;1447;Bengkulu;Kabupaten Bengkulu Utara;PUTRI HIJAU;;;;;;;;
21;59;1521;Bengkulu;Kabupaten Bengkulu Utara;TANJUNG AGUNG PALIK;;;;;;;;
21;59;4236;Bengkulu;Kabupaten Bengkulu Utara;ULOK KUPAI;;;;;;;;
21;60;9132;Bengkulu;Kabupaten Kaur;Kecamatan Kaur Selatan;;;;;;;;
21;60;9133;Bengkulu;Kabupaten Kaur;Kecamatan Kaur Tengah;;;;;;;;
21;60;9134;Bengkulu;Kabupaten Kaur;Kecamatan Kaur Utara;;;;;;;;
21;60;9135;Bengkulu;Kabupaten Kaur;Kecamatan Kelam Tengah.;;;;;;;;
21;60;9136;Bengkulu;Kabupaten Kaur;Kecamatan Kinal.;;;;;;;;
21;60;9137;Bengkulu;Kabupaten Kaur;Kecamatan Luas;;;;;;;;
21;60;9142;Bengkulu;Kabupaten Kaur;Kecamatan Lungkang Kule.;;;;;;;;
21;60;9138;Bengkulu;Kabupaten Kaur;Kecamatan Maje.;;;;;;;;
21;60;9141;Bengkulu;Kabupaten Kaur;Kecamatan Muara Sahung.;;;;;;;;
21;60;9139;Bengkulu;Kabupaten Kaur;Kecamatan Nasal.;;;;;;;;
21;60;9143;Bengkulu;Kabupaten Kaur;Kecamatan Padang Guci Hilir.;;;;;;;;
21;60;9144;Bengkulu;Kabupaten Kaur;Kecamatan Padang Guci Hulu.;;;;;;;;
21;60;9145;Bengkulu;Kabupaten Kaur;Kecamatan Semidang Gumai.;;;;;;;;
21;60;9146;Bengkulu;Kabupaten Kaur;Kecamatan Tanjung Kemuning.;;;;;;;;
21;60;9140;Bengkulu;Kabupaten Kaur;Kecamatan Tetap.;;;;;;;;
21;60;11855;Bengkulu;Kabupaten Kaur;NASAL;;;;;;;;
21;60;11864;Bengkulu;Kabupaten Kaur;SEMIDANG GUMAY;;;;;;;;
21;61;3184;Bengkulu;Kabupaten Kepahiang;BERMANI ILIR;;;;;;;;
21;61;6302;Bengkulu;Kabupaten Kepahiang;KABA WETAN;;;;;;;;
21;61;12722;Bengkulu;Kabupaten Kepahiang;KEBAWETAN;;;;;;;;
21;61;1634;Bengkulu;Kabupaten Kepahiang;KEPAHIANG;;;;;;;;
21;61;4619;Bengkulu;Kabupaten Kepahiang;MERIGI;;;;;;;;
21;61;1086;Bengkulu;Kabupaten Kepahiang;MUARA KEMUMU;;;;;;;;
21;61;6104;Bengkulu;Kabupaten Kepahiang;SEBERANG MUSI;;;;;;;;
21;61;130;Bengkulu;Kabupaten Kepahiang;TEBAT KARAI;;;;;;;;
21;62;3034;Bengkulu;Kabupaten Lebong;AMEN;;;;;;;;
21;62;1342;Bengkulu;Kabupaten Lebong;BINGIN KUNING;;;;;;;;
21;62;621;Bengkulu;Kabupaten Lebong;LEBONG ATAS;;;;;;;;
21;62;1159;Bengkulu;Kabupaten Lebong;LEBONG SAKTI;;;;;;;;
21;62;231;Bengkulu;Kabupaten Lebong;LEBONG SELATAN;;;;;;;;
21;62;4830;Bengkulu;Kabupaten Lebong;LEBONG TENGAH;;;;;;;;
21;62;3345;Bengkulu;Kabupaten Lebong;LEBONG UTARA;;;;;;;;
21;62;4375;Bengkulu;Kabupaten Lebong;PADANG BANO;;;;;;;;
21;62;1363;Bengkulu;Kabupaten Lebong;PELABAI;;;;;;;;
21;62;2505;Bengkulu;Kabupaten Lebong;PINANG BELAPIS;;;;;;;;
21;62;2916;Bengkulu;Kabupaten Lebong;RIMBO PENGADANG;;;;;;;;
21;62;6549;Bengkulu;Kabupaten Lebong;TOPOS;;;;;;;;
21;62;1515;Bengkulu;Kabupaten Lebong;URAM JAYA;;;;;;;;
21;63;925;Bengkulu;Kabupaten Mukomuko;AIR DIKIT;;;;;;;;
21;63;1709;Bengkulu;Kabupaten Mukomuko;AIR MANJUNTO;;;;;;;;
21;63;830;Bengkulu;Kabupaten Mukomuko;AIR RAMI;;;;;;;;
21;63;592;Bengkulu;Kabupaten Mukomuko;IPUH;;;;;;;;
21;63;87;Bengkulu;Kabupaten Mukomuko;KOTA MUKOMUKO;;;;;;;;
21;63;1066;Bengkulu;Kabupaten Mukomuko;LUBUK PINANG;;;;;;;;
21;63;5298;Bengkulu;Kabupaten Mukomuko;MALIN DEMAN;;;;;;;;
21;63;1195;Bengkulu;Kabupaten Mukomuko;PENARIK;;;;;;;;
21;63;1641;Bengkulu;Kabupaten Mukomuko;PONDOK SUGUH;;;;;;;;
21;63;6637;Bengkulu;Kabupaten Mukomuko;SELAGAN RAYA;;;;;;;;
21;63;5939;Bengkulu;Kabupaten Mukomuko;SUNGAI RUMBAI;;;;;;;;
21;63;2015;Bengkulu;Kabupaten Mukomuko;TERAMANG JAYA;;;;;;;;
21;63;2967;Bengkulu;Kabupaten Mukomuko;TERAS TERUNJAM;;;;;;;;
21;63;6434;Bengkulu;Kabupaten Mukomuko;V KOTO;;;;;;;;
21;63;1660;Bengkulu;Kabupaten Mukomuko;XIV KOTO;;;;;;;;
21;64;5503;Bengkulu;Kabupaten Rejang Lebong;BERMANI ULU;;;;;;;;
21;64;39;Bengkulu;Kabupaten Rejang Lebong;BERMANI ULU RAYA;;;;;;;;
21;64;3147;Bengkulu;Kabupaten Rejang Lebong;BINDU RIANG;;;;;;;;
21;64;2760;Bengkulu;Kabupaten Rejang Lebong;CURUP;;;;;;;;
21;64;2399;Bengkulu;Kabupaten Rejang Lebong;CURUP SELATAN;;;;;;;;
21;64;3124;Bengkulu;Kabupaten Rejang Lebong;CURUP TENGAH;;;;;;;;
21;64;3422;Bengkulu;Kabupaten Rejang Lebong;CURUP TIMUR;;;;;;;;
21;64;4459;Bengkulu;Kabupaten Rejang Lebong;CURUP UTARA;;;;;;;;
21;64;3800;Bengkulu;Kabupaten Rejang Lebong;KOTA PADANG;;;;;;;;
21;64;272;Bengkulu;Kabupaten Rejang Lebong;PADANG ULAK TANDING;;;;;;;;
21;64;2639;Bengkulu;Kabupaten Rejang Lebong;SELUPU REJANG;;;;;;;;
21;64;1210;Bengkulu;Kabupaten Rejang Lebong;SINDANG BELITI ILIR;;;;;;;;
21;64;4158;Bengkulu;Kabupaten Rejang Lebong;SINDANG BELITI ULU;;;;;;;;
21;64;835;Bengkulu;Kabupaten Rejang Lebong;SINDANG DATARAN;;;;;;;;
21;64;1626;Bengkulu;Kabupaten Rejang Lebong;SINDANG KELINGI;;;;;;;;
21;65;84;Bengkulu;Kabupaten Seluma;AIR PERIUKAN;;;;;;;;
21;65;4549;Bengkulu;Kabupaten Seluma;ILIR TALO;;;;;;;;
21;65;3572;Bengkulu;Kabupaten Seluma;LUBUK SANDI;;;;;;;;
21;65;3784;Bengkulu;Kabupaten Seluma;SELUMA;;;;;;;;
21;65;2156;Bengkulu;Kabupaten Seluma;SELUMA BARAT;;;;;;;;
21;65;3648;Bengkulu;Kabupaten Seluma;SELUMA SELATAN;;;;;;;;
21;65;356;Bengkulu;Kabupaten Seluma;SELUMA TIMUR;;;;;;;;
21;65;3868;Bengkulu;Kabupaten Seluma;SELUMA UTARA;;;;;;;;
21;65;6212;Bengkulu;Kabupaten Seluma;SEMIDANG ALAS;;;;;;;;
21;65;828;Bengkulu;Kabupaten Seluma;SEMIDANG ALAS MARAS;;;;;;;;
21;65;4217;Bengkulu;Kabupaten Seluma;TALO;;;;;;;;
21;65;5414;Bengkulu;Kabupaten Seluma;TALO KECIL;;;;;;;;
21;65;2676;Bengkulu;Kabupaten Seluma;ULU TALO;;;;;;;;
21;66;4002;Bengkulu;Kota Bengkulu;GADING CEMPAKA;;;;;;;;
21;66;6322;Bengkulu;Kota Bengkulu;KAMPUNG MELAYU;;;;;;;;
21;66;3856;Bengkulu;Kota Bengkulu;MUARA BANGKA HULU;;;;;;;;
